🐼电视公告,#genre#
经典港剧频视,http://124.248.69.76:26781/douyu/9548850
经典武侠频视,http://124.248.69.76:26781/douyu/338759
邵氏影院频视,http://124.248.69.76:26781/douyu/4246519
檬檬功夫频视,http://124.248.69.76:26781/douyu/9838414
经典频道频视,http://ali.hlspull.yximgs.com/live/asdfg6699388.flv
经典功夫频视,http://ali.hlspull.yximgs.com/live/asdfg99338.flv
经典都市频视,http://ali.hlspull.yximgs.com/live/asdfg32619.flv 
经典综艺频视,http://ali.hlspull.yximgs.com/live/asdfg171759930.flv
经典少儿频视,http://ali.hlspull.yximgs.com/live/asdfg315962975.flv
经典港片频视,http://ali.hlspull.yximgs.com/live/asdfg6899366.flv
熊猫功夫频视,http://data.3g.yy.com/live/hls/1507716299/1507716299
特区频道,#genre#
广东珠江频高,http://php.jdshipin.com/PLTV/iptv.php?id=gdzj
广东珠江频高,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东珠江频高,https://tv.cdn.com.mp/live/gdzj/stream.m3u8
广东体育频高,http://php.jdshipin.com/PLTV/iptv.php?id=gdty
广东体育频高,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
广东体育频高,https://tv.cdn.com.mp/live/gdty/stream.m3u8
中天新闻频高,https://gdfire2.67890123.cn:8088/live/ztxw.m3u8
中天新闻频高,http://aktv-stream.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
中天新闻频加,https://gdfire2.67890123.cn:8088/live/ztxw2.m3u8
有线新闻频粤,http://live4play.uk/livehttpplay?channel_id=20191
无线新闻频粤,http://php.jdshipin.com/PLTV/iptv.php?id=wxxwt
Now新闻频粤,http://live4play.uk/livehttpplay?channel_id=20041
Now新闻频粤,https://gdfire2.67890123.cn:8088/live/nowxw.m3u8
Plus综合频高,http://php.jdshipin.com/PLTV/iptv.php?id=tvbp
TVBJ1美频高,http://php.jdshipin.com/PLTV/iptv.php?id=j1
TVB翡翠频高,http://zb.xmzb.xyz/888.php?id=be一翡翠台
TVB翡翠频高,https://gdfire2.67890123.cn:8088/live/jade.m3u8
pₒₚc电影频标,http://go1.bkpcp.top/tl/popc
凤凰中文频高,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文频高,https://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文频标,http://43.129.81.169/qctv.fengshows.cn/live/0701pcc72.flv
凤凰资讯频高,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯频高,https://cdn6.163189.xyz/live/fhzx/stream.m3u8
凤凰资讯频标,http://43.129.81.169/qctv.fengshows.cn/live/0701pin72.flv
凤凰香港频高,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港频高,https://cdn6.163189.xyz/live/fhhk/stream.m3u8
凤凰香港频标,http://43.129.81.169/qctv.fengshows.cn/live/0701phk72.flv
中天新闻频高,http://122.117.71.103:8540/中天新闻.m3u8
有线新闻频道,http://beishan008.asuscomm.com:8891/bysid/78.m3u8
有线综合频粤,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
有线综合频国,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
无线新闻频高,http://php.jdshipin.com/smt.php?id=inews_twn
无线新闻频标,http://go1.bkpcp.top/tl/null-11 
无线翡翠频4k,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
无线翡翠频4k,http://cdn.163189.xyz/live/fct4k/stream.m3u8
无线翡翠频高,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
无线翡翠频高,https://cdn3.163189.xyz/live/live2.1.php?id.m3u8
无线翡翠频高,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
无线翡翠频标,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠频标,http://php.jdshipin.com/TVOD/iptv.php?id=fct
无线华丽频标,http://php.jdshipin.com/smt.php?id=Tvbjade
无线千禧频标,http://php.jdshipin.com/smt.php?id=Tvbclassic
天映频道频标,http://php.jdshipin.com/smt.php?id=Celestial
天映经典频标,http://php.jdshipin.com/smt.php?id=Celestial2
无线明珠粤高,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
无线明珠粤标,http://go1.bkpcp.top/tl/null-12
无线明珠英标,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
无线星河频标,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河频标,http://go1.bkpcp.top/tl/null-7
无线娱乐频标,http://php.jdshipin.com/smt.php?id=Tvbentertainment 
无线娱乐频标,http://go1.bkpcp.top/tl/null-14
无线综合频道,http://go1.bkpcp.top/tl/null-3
无线戏曲频道,http://go1.bkpcp.top/tl/null-15
无线粤片频道,http://go1.bkpcp.top/tl/null-10
无线华剧频道,http://go1.bkpcp.top/tl/null-4
无线亚剧频道,http://go1.bkpcp.top/tl/null-13
黄金翡翠频道,http://go1.bkpcp.top/tl/null-2
黄金华剧频道,http://go1.bkpcp.top/tl/null-9
天映经典频道,http://go1.bkpcp.top/tl/null-1
美亚电影频高,http://php.jdshipin.com/TVOD/iptv.php?id=meiya  
美亚电影频标,http://go1.bkpcp.top/tl/null-5
中国电影频标,http://go1.bkpcp.top/tl/null-6
重温经典频高,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
澳视澳门频高,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星频高,http://php.jdshipin.com/TVOD/iptv.php?id=as
VIUTV粤频标,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
RTHK-31频高,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK-31频高,https://cdn5.163189.xyz/live/rthk31/stream.m3u8
RTHK-32频高,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
RTHK-32频高,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
RTHK-33频高,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
八度空间频高,https://cdn6.163189.xyz/live/8tv/stream.m3u8
八度空间频标,http://php.jdshipin.com/smt.php?id=TV8
新加CHU频高,https://cdn6.163189.xyz/live/chu/stream.m3u8
新加CH5频高,https://cdn6.163189.xyz/live/ch5/stream.m3u8
新加CH8频高,https://cdn6.163189.xyz/live/ch8/stream.m3u8
astro-QJ-频高,http://php.jdshipin.com/smt.php?id=Quanjia
astroAec频高,http://php.jdshipin.com/smt.php?id=AEC
astroAod频标,http://php.jdshipin.com/smt.php?id=Aodhd
astro欢喜频标,http://php.jdshipin.com/smt.php?id=Huahee
astro爱奇艺标,http://php.jdshipin.com/smt.php?id=Qiyi
特闽频道,#genre#
凤凰中文频高,http://live4play.uk/livehttpplay?channel_id=30014
凤凰资讯频高,http://live4play.uk/livehttpplay?channel_id=30015
凤凰香港频高,http://live4play.uk/livehttpplay?channel_id=30016
有线新闻频标,http://live4play.uk/livehttpplay?channel_id=20191
Now新闻频标,http://live4play.uk/livehttpplay?channel_id=20041
美亚电影频标,http://live4play.uk/livehttpplay?channel_id=20197
天映电影频标,http://live4play.uk/livehttpplay?channel_id=10130
天映经典频标,http://live4play.uk/livehttpplay?channel_id=20063
凤凰中文频标,http://live4play.uk/livehttpplay?channel_id=20065
凤凰资讯频标,http://live4play.uk/livehttpplay?channel_id=20066
凤凰香港频标,http://live4play.uk/livehttpplay?channel_id=20067
东森新闻频标,http://live4play.uk/livehttpplay?channel_id=20082
三立新闻频标,http://live4play.uk/livehttpplay?channel_id=10126
年代新闻频标,http://live4play.uk/livehttpplay?channel_id=20033
非凡新闻频标,http://live4play.uk/livehttpplay?channel_id=20034
闽壹新闻频标,http://live4play.uk/livehttpplay?channel_id=20028
民视新闻频标,http://live4play.uk/livehttpplay?channel_id=20097
今日新闻频标,http://live4play.uk/livehttpplay?channel_id=20043
公视闽南频标,http://live4play.uk/livehttpplay?channel_id=20087
民视闽南频标,http://live4play.uk/livehttpplay?channel_id=20074
中视闽南频标,http://live4play.uk/livehttpplay?channel_id=20088
华视闽南频标,http://live4play.uk/livehttpplay?channel_id=20086
台视闽南频标,http://live4play.uk/livehttpplay?channel_id=20076
tvbs闽南频标,http://live4play.uk/livehttpplay?channel_id=20085
tvbs欢乐频标,http://live4play.uk/livehttpplay?channel_id=20105
tvbs精彩频标,http://live4play.uk/livehttpplay?channel_id=20136
三立戏剧频标,http://live4play.uk/livehttpplay?channel_id=10125
三立综合频标,http://live4play.uk/livehttpplay?channel_id=12038
三立都会频高,http://live4play.uk/livehttpplay?channel_id=20100
中天娱乐频高,http://live4play.uk/livehttpplay?channel_id=20079
中天综合频高,http://live4play.uk/livehttpplay?channel_id=20064
采昌综合频标,http://live4play.uk/livehttpplay?channel_id=20141
八大综合频标,http://live4play.uk/livehttpplay?channel_id=20068
八大精彩频标,http://live4play.uk/livehttpplay?channel_id=20052
八大第一频高,http://live4play.uk/livehttpplay?channel_id=20073
八大娱乐频高,http://live4play.uk/livehttpplay?channel_id=20071
东森戏剧频高,http://live4play.uk/livehttpplay?channel_id=20072
东森综合频标,http://live4play.uk/livehttpplay?channel_id=20104
东森财经频标,http://live4play.uk/livehttpplay?channel_id=20078
东森电影频标,http://live4play.uk/livehttpplay?channel_id=20077
东森洋片频标,http://live4play.uk/livehttpplay?channel_id=20080
龙华洋片频标,http://live4play.uk/livehttpplay?channel_id=20090
龙华偶像频标,http://live4play.uk/livehttpplay?channel_id=20023
龙华电影频标,http://live4play.uk/livehttpplay?channel_id=10129
龙祥时代频高,http://live4play.uk/livehttpplay?channel_id=20114
纬来电影频高,http://live4play.uk/livehttpplay?channel_id=20199
纬来戏剧频高,http://live4play.uk/livehttpplay?channel_id=20200
纬来综合频高,http://live4play.uk/livehttpplay?channel_id=20201
纬来育乐频高,http://live4play.uk/livehttpplay?channel_id=20202
纬来日本频高,http://live4play.uk/livehttpplay?channel_id=20303
靖天电影频标,http://live4play.uk/livehttpplay?channel_id=12037
大爱综合频标,http://live4play.uk/livehttpplay?channel_id=20032
国兴卫视频高,http://live4play.uk/livehttpplay?channel_id=20164
闽壹电影频高,http://live4play.uk/livehttpplay?channel_id=20108
好莱坞电影高,http://live4play.uk/livehttpplay?channel_id=20062
Fgm电影频标,http://live4play.uk/livehttpplay?channel_id=10123
Amc电影频标,http://live4play.uk/livehttpplay?channel_id=12036
Cinem电影标,http://live4play.uk/livehttpplay?channel_id=20047
HBo电影壹标,http://live4play.uk/livehttpplay?channel_id=20091
HBo电影贰标,http://live4play.uk/livehttpplay?channel_id=20092
HBo电影叁标,http://live4play.uk/livehttpplay?channel_id=20093
Discover频标,http://live4play.uk/livehttpplay?channel_id=20110
cn卡通频道标,http://live4play.uk/livehttpplay?channel_id=20048
尼克卡通频标,http://live4play.uk/livehttpplay?channel_id=20089
BBC地球频标,http://live4play.uk/livehttpplay?channel_id=20044
国家地理频标,http://live4play.uk/livehttpplay?channel_id=20037
动物星球频高,http://live4play.uk/livehttpplay?channel_id=20106
asia动物频标,http://live4play.uk/livehttpplay?channel_id=20113
asia-afn频标,http://live4play.uk/livehttpplay?channel_id=20115
新加坡-8频标,http://live4play.uk/livehttpplay?channel_id=10132
DAZN壹频标,http://live4play.uk/livehttpplay?channel_id=10104
DAZN贰频标,http://live4play.uk/livehttpplay?channel_id=10105
博斯运动壹标,http://live4play.uk/livehttpplay?channel_id=10131
博斯运动贰标,http://live4play.uk/livehttpplay?channel_id=20311
博斯高球壹标,http://live4play.uk/livehttpplay?channel_id=20103
博斯高球贰标,http://live4play.uk/livehttpplay?channel_id=20117
ElaT体育壹标,http://live4play.uk/livehttpplay?channel_id=20129
纬来体育频高,http://live4play.uk/livehttpplay?channel_id=20120
五星体育频高,http://live4play.uk/livehttpplay?channel_id=20060
广东影视频标,http://live4play.uk/livehttpplay?channel_id=20145
广东湾区频高,http://live4play.uk/livehttpplay?channel_id=20083
特区酒店,#genre#
广东珠江频高,http://php.jdshipin.com/PLTV/iptv.php?id=gdzj
广东体育频高,http://php.jdshipin.com/PLTV/iptv.php?id=gdty
Plus综合频高,http://php.jdshipin.com/PLTV/iptv.php?id=tvbp
Plus综合频高,http://php.jdshipin.com/PLTV/iptv.php?id=j2
TVBJ1美频高,http://php.jdshipin.com/PLTV/iptv.php?id=j1
TVBJ1美频标,http://php.jdshipin.com/PLTV/iptv.php?id=tvbj1
凤凰中文频高,http://php.jdshipin.com/PLTV/iptv.php?id=fhzw
凤凰资讯频高,http://php.jdshipin.com/PLTV/iptv.php?id=fhzx
凤凰香港频高,http://php.jdshipin.com/PLTV/iptv.php?id=fhhk
有线综合粤高,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv2
有线综合国高,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv
无线新闻频高,http://php.jdshipin.com/PLTV/iptv.php?id=wxxwt
无线翡翠频4k,http://php.jdshipin.com/PLTV/iptv.php?id=fct4
无线翡翠频高,http://php.jdshipin.com/PLTV/iptv.php?id=fct3
无线翡翠频高,http://php.jdshipin.com/PLTV/iptv.php?id=fct2
无线翡翠频标,http://php.jdshipin.com/PLTV/iptv.php?id=fct
无线华丽国标,http://php.jdshipin.com/PLTV/iptv.php?id=huali
无线明珠粤高,http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
无线明珠频标,http://php.jdshipin.com/PLTV/iptv.php?id=mzt
无线娱乐频标,http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
无线星河频标,http://php.jdshipin.com/PLTV/iptv.php?id=tvbxh
无线星河频标,http://php.jdshipin.com/PLTV/iptv.php?id=xinghe
无线千禧频标,http://php.jdshipin.com/PLTV/iptv.php?id=tvbc
美亚电影频标,http://php.jdshipin.com/PLTV/iptv.php?id=meiya
VIUTV粤频标,http://php.jdshipin.com/PLTV/iptv.php?id=viutv2
RTHK-31频高,http://php.jdshipin.com/PLTV/iptv.php?id=rthk31
RTHK-32频高,http://php.jdshipin.com/PLTV/iptv.php?id=rthk32
AstroRio频标,http://php.jdshipin.com/PLTV/iptv.php?id=aod
澳门Mac频高,http://php.jdshipin.com/PLTV/iptv.php?id=as
澳视澳门频高,http://php.jdshipin.com/PLTV/iptv.php?id=asam
重温经典频高,http://php.jdshipin.com/PLTV/iptv.php?id=cwjd
特闽酒店,#genre#
广东珠江频高,http://cdn2.132.us.kg/live/gdzj/stream.m3u8
广东体育频高,http://cdn2.132.us.kg/live/gdty/stream.m3u8
Plus综合频高,http://cdn.132.us.kg/live/tvbp/stream.m3u8
TVBJ1美频高,http://cdn3.132.us.kg/live/j1/stream.m3u8
凤凰中文频高,http://cdn.132.us.kg/live/fhzw/stream.m3u8
凤凰资讯频高,http://cdn3.132.us.kg/live/fhzx/stream.m3u8
凤凰香港频高,http://cdn3.132.us.kg/live/fhhk/stream.m3u8
有线综合频高,http://cdn.132.us.kg/live/hoy/stream.m3u8
无线新闻频高,http://cdn3.132.us.kg/live/wxxw/stream.m3u8
无线翡翠频高,http://cdn3.132.us.kg/live/fct/stream.m3u8
无线翡翠频4k,http://cdn.132.us.kg/live/fct4k/stream.m3u8
无线明珠频标,http://cdn5.132.us.kg/live/mzt/stream.m3u8
RTHK-31频高,http://cdn5.132.us.kg/live/rthk31/stream.m3u8
RTHK-32频高,http://cdn5.132.us.kg/live/rthk32/stream.m3u8
澳视澳门频高,http://cdn.132.us.kg/live/asam/stream.m3u8
澳视卫星频高,http://cdn.132.us.kg/live/as/stream.m3u8
重温经典频高,http://cdn3.132.us.kg/live/cwjd/stream.m3u8
龙华电影频高,https://cdn3.132.us.kg/live/lhdy/stream.m3u8
龙华经典频高,https://cdn3.132.us.kg/live/lhjd/stream.m3u8
龙华卡通频标,https://cdn3.132.us.kg/live/lhkt/stream.m3u8
龙华偶像频高,https://cdn3.132.us.kg/live/lhox/stream.m3u8
龙华日韩频高,https://cdn3.132.us.kg/live/lhrh/stream.m3u8
龙华戏剧频高,https://cdn3.132.us.kg/live/lhxj/stream.m3u8
央视综合频高,https://cdn5.132.us.kg/live/cctv1/stream.m3u8
八度空间频高,https://cdn6.132.us.kg/live/8tv/stream.m3u8
新加CHU频高,https://cdn6.132.us.kg/live/chu/stream.m3u8
新加CH5频高,https://cdn6.132.us.kg/live/ch5/stream.m3u8
新加CH8频高,https://cdn6.132.us.kg/live/ch8/stream.m3u8
闽南酒店,#genre#
凤凰资讯频道,http://122.117.71.103:8573/凤凰资讯.m3u8
中天新闻频道,http://122.117.71.103:8540/中天新闻.m3u8
tvbs新闻频道,http://122.117.71.103:8543/tvbs新闻.m3u8
三立新闻频道,http://122.117.71.103:8542/三立新闻.m3u8
闽壹新闻频道,http://122.117.71.103:8579/闽壹新闻.m3u8
民视新闻频道,http://122.117.71.103:8535/民视新闻.m3u8
公视闽南频道,http://122.117.71.103:8505/公视闽南.m3u8
民视闽南频道,http://122.117.71.103:8567/民视闽南.m3u8
中视闽南频道,http://122.117.71.103:8503/中视闽南.m3u8
华视闽南频道,http://122.117.71.103:8502/华视闽南.m3u8
台视闽南频道,http://122.117.71.103:8504/台视闽南.m3u8
三立闽南频道,http://122.117.71.103:8520/三立闽南.m3u8
三立都会频道,http://122.117.71.103:8521/三立闽南.m3u8
中天综合频道,http://122.117.71.103:8525/中天综合.m3u8
中天娱乐频道,http://122.117.71.103:8526/中天娱乐.m3u8
东森综合频道,http://122.117.71.103:8523/东森综合.m3u8
东森超视频道,http://122.117.71.103:8524/东森超视.m3u8
东森财经频道,http://122.117.71.103:8577/东森财经.m3u8
东森戏剧频道,http://122.117.71.103:8529/东森戏剧.m3u8
龙华戏剧频道,http://122.117.71.103:8533/龙华戏剧.m3u8
龙华卡通频道,http://122.117.71.103:8516/龙华卡通.m3u8
龙华电影频道,http://122.117.71.103:8555/龙华电影.m3u8
纬来电影频道,http://122.117.71.103:8554/纬来电影.m3u8
纬来综合频道,http://122.117.71.103:8517/纬来综合.m3u8
纬来戏剧频道,http://122.117.71.103:8532/纬来戏剧.m3u8
纬来育乐频道,http://122.117.71.103:8563/纬来育乐.m3u8
纬来体育频道,http://122.117.71.103:8562/纬来体育.m3u8
八大第一频道,http://122.117.71.103:8518/八大第一.m3u8
八大综合频道,http://122.117.71.103:8519/八大综合.m3u8
八大戏剧频道,http://122.117.71.103:8530/八大戏剧.m3u8
年代综合频道,http://122.117.71.103:8565/年代综合.m3u8
东风卫视频道,http://122.117.71.103:8527/东风卫视.m3u8
动物星球频道,http://122.117.71.103:8512/动物星球.m3u8
CInemax频道,http://122.117.71.103:8558/CInemax.m3u8
Amc电影频道,http://122.117.71.103:8559/AmC电影.m3u8
MoMoTV频道,http://122.117.71.103:8564/MoMoTV.m3u8
MoMo亲子国,http://122.117.71.103:8514/MoMo亲子.m3u8
Obcyoyo频道,http://122.117.71.103:8515/Obcyoyo.m3u8
TLC综合频道,http://122.117.71.103:8511/TLC综合.m3u8
Nhk日闻频道,http://122.117.71.103:8580/Nhk日闻.m3u8
BloomBerg频,http://122.117.71.103:8581/BloomBerg.m3u8
闽南频道,#genre#
东森新闻频高,https://gdfire2.67890123.cn:8088/live/dsxw.m3u8
寰宇新闻频高,https://gdfire2.67890123.cn:8088/live/hyxw.m3u8
民视新闻频标,http://108.181.21.27:27347/livehttpplay?channel_id=20097
年代新闻频高,http://108.181.21.27:27347/livehttpplay?channel_id=20033
非凡新闻频标,http://108.181.21.27:27347/livehttpplay?channel_id=20034
闽壹新闻频标,http://108.181.21.27:27347/livehttpplay?channel_id=20028
今日新闻频标,http://108.181.21.27:27347/livehttpplay?channel_id=20043
公视闽南频标,http://108.181.21.27:27347/livehttpplay?channel_id=20087
tvbs闽南频标,http://108.181.21.27:27347/livehttpplay?channel_id=20085
tvbs欢乐频高,http://108.181.21.27:27347/livehttpplay?channel_id=20105
tvbs精彩频标,http://108.181.21.27:27347/livehttpplay?channel_id=20136
三立戏剧频标,http://108.181.21.27:27347/livehttpplay?channel_id=10125
中天综合频高,http://108.181.21.27:27347/livehttpplay?channel_id=20064
八大综合频高,http://108.181.21.27:27347/livehttpplay?channel_id=20068
八大第一频高,http://108.181.21.27:27347/livehttpplay?channel_id=20073
八大精彩频标,http://108.181.21.27:27347/livehttpplay?channel_id=20052
东森财经频标,http://108.181.21.27:27347/livehttpplay?channel_id=20078
美亚电影频标,http://108.181.21.27:27347/livehttpplay?channel_id=20197
龙华电影频标,http://108.181.21.27:27347/livehttpplay?channel_id=10129
龙华电影频高,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
龙华经典频高,https://cdn8.163189.xyz/live/lhjd/stream.m3u8
龙华卡通频高,https://cdn8.163189.xyz/live/lhkt/stream.m3u8
龙华偶像频高,https://cdn8.163189.xyz/live/lhox/stream.m3u8
龙华日韩频高,https://cdn8.163189.xyz/live/lhrh/stream.m3u8
龙华戏剧频高,https://cdn8.163189.xyz/live/lhxj/stream.m3u8
龙华洋片频标,http://108.181.21.27:27347/livehttpplay?channel_id=20090
Fgm电影频标,http://108.181.21.27:27347/livehttpplay?channel_id=10123
CNN新闻频标,http://108.181.21.27:27347/livehttpplay?channel_id=10123
cn卡通频道高,http://108.181.21.27:27347/livehttpplay?channel_id=20048
尼克卡通频标,http://108.181.21.27:27347/livehttpplay?channel_id=20089
BBC地球频标,http://108.181.21.27:27347/livehttpplay?channel_id=20044
动物星球道高,http://108.181.21.27:27347/livehttpplay?channel_id=2010
五星体育频高,http://108.181.21.27:27347/livehttpplay?channel_id=20060
博斯高球壹标,http://108.181.21.27:27347/livehttpplay?channel_id=20103
博斯高球贰标,http://108.181.21.27:27347/livehttpplay?channel_id=20117
博斯运动贰标,http://108.181.21.27:27347/livehttpplay?channel_id=20311
ElaT体育壹标,http://108.181.21.27:27347/livehttpplay?channel_id=20129
凤凰香港频高,http://108.181.21.27:27347/livehttpplay?channel_id=30016
广东影视频标,http://108.181.21.27:27347/livehttpplay?channel_id=20145
闽南频限,#genre#
中天新闻频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ctinews/playlist.m3u8
东森新闻频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ettvnews/playlist.m3u8
寰宇新闻频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/huanyuxinwen_twn/playlist.m3u8
tvbs新闻频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/tvbs_n/playlist.m3u8
年代新闻频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/niandainews_twn/playlist.m3u8
非凡新闻频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/feifannews_twn/playlist.m3u8
中视新闻频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/zhongshinews_twn/playlist.m3u8
民视新闻频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ftvnew_taiwan/playlist.m3u8
台视新闻频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ttvnews_twn/playlist.m3u8
寰宇财经频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/huanyutaiwan_twn/playlist.m3u8
tvbs闽南频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/tvbs/playlist.m3u8
公视闽南频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ctv_taiwan/playlist.m3u8
民视闽南频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ftvhd_taiwan/playlist.m3u8
中视闽南频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/zhongshihd_twn/playlist.m3u8
华视闽南频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ctshd_twn/playlist.m3u8
台视闽南频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ttv_taiwan/playlist.m3u8
民视台湾频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ftvtaiwan_twn/playlist.m3u8
tvbs欢乐频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/tvbshuanle_twn/playlist.m3u8
纬来精采频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/videolandspecial_twn/playlist.m3u8
纬来综合频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/videolandzonghe/playlist.m3u8
纬来电影频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/videolandmovie_twn/playlist.m3u8
纬来育乐频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/videolandyule/playlist.m3u8
纬来日本频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/videolandjapan/playlist.m3u8
龙华经典频限,http://148.135.34.95/mn.php?playurl=http://148.135/lunghuajingdian_twn/playlist.m3u8
龙华戏剧频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/lunghuaxiju_twn/playlist.m3u8
龙华偶像频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/lunghuaidol_twn/playlist.m3u8
龙华洋片频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/lunghuawestern_twn/playlist.m3u8
龙华电影频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/xingwei_movie/playlist.m3u8
东森超视频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ettvsuper/playlist.m3u8
东森幼幼频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/yoyo_twn/playlist.m3u8
东森综合频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ettvzhonghe/playlist.m3u8
东森戏剧频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ettvdrama/playlist.m3u8
东森财经频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ettvcaijing_twn/playlist.m3u8
东森电影频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ettvmovie/playlist.m3u8
东森洋片频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ettvwestern/playlist.m3u8
八大第一频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/badafirst/playlist.m3u8
八大戏剧频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/badadrama/playlist.m3u8
八大综合频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/badazhonghe/playlist.m3u8
八大娱乐频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/badaentertain/playlist.m3u8
三立综合频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/sanlizhonghe/playlist.m3u8
三立戏剧频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/sanlixiju_twn/playlist.m3u8
三立台湾频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/sanlitaiwan/playlist.m3u8
三立都会频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/sanlidouhui/playlist.m3u8
中天综合频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ctizhonghe/playlist.m3u8
中天亚洲频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ctiasia_twn/playlist.m3u8
中天娱乐频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/ctient/playlist.m3u8
华艺中文频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/weishichinese_twn/playlist.m3u8
大爱壹台频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/daai_twn/playlist.m3u8
大爱贰台频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/catchplay_twn/playlist.m3u8
好消息贰台限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/goods_twn/playlist.m3u8
阿里郎频道限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/arirang_twn/playlist.m3u8
靖天国际频限,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/jingtianintl_twn/playlist.m3u8
